name,brand,categories,primaryCategories,reviews.date,reviews.text,reviews.title,processed_text,sentiment_score
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-20 00:00:00+00:00,purchased for my husband but this is more a gift for the entire family. luv the display.,gift for family.,purchased husband gift entire family luv display,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-20 00:00:00+00:00,this device is alot better than the small alexa. did everything i wanted it to,great device,device alot better small alexa everything wanted,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-05-17 00:00:00+00:00,"i'm not huge on kids using electronics, but my son (4) loves this when we take trips as he can play some of the downloaded games. we love it for when we want to get stuff done and still want him to be occupied and this does the trick. it's a little hard to navigate at first though.",my son loves it,huge kid using electronics son love take trip play downloaded game love want get stuff done still want occupied trick little hard navigate first though,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-08-13 00:00:00+00:00,my sister in-law recommended these to my wife and i and i thought i would try one. they are just the right size to lay in bed of a evening and read a good book for a while.,love this thing,sister recommended wife thought would try one right size lay bed evening read good book,1
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-08-19 00:00:00+00:00,fits easily into my purse or bag. small compact!!!,love it!,fit easily purse bag small compact,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-23 00:00:00+00:00,"our whole family loves, and uses this device for so many different features. we love using it to make phone calls, watch films, play jeopardy, even to define words as they come up in conversation. we definitely get a lot of use out of this device, more than any other screen, tablet, or smart phone device we own.",perfect device for a family,whole family love us device many different feature love using make phone call watch film play jeopardy even define word come conversation definitely get lot use device screen tablet smart phone device,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-30 00:00:00+00:00,upgraded my 3 year old kindle- same old. doesnt seem that great of a difference. the graphical interface still sucks but its decent for reading.,basic kindle,upgraded year old old doesnt seem great difference graphical interface still suck decent reading,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2017-12-18 00:00:00+00:00,"so i was skeptical of echo show and the entire line to be honest. however, this technology has changed how our household operates. from my daily briefing in the morning, to tracking santa with my 6 year old every morning learning interesting facts about santa and several other things, i truly wish i would have bought this sooner. we have it integrated into our cozi account so we can just ask alexa to add items to various shopping lists instead of pulling out a phone and typing it in. we also have adt pulse and a nest thermostat and the integration into those two platforms was so simple i couldn't believe it. my son loves to ask alexa questions and in the mornings before school he is learning things instead of just watching a few minutes of a cartoon.another highly used feature is the local forecast as my wife is a weather nut and always wants to know what the forecast for the area is. i am loving the amazon music now as well because we bought an echo dot just to integrate into our bose whole house system so we can stream music all through the house now.if you are on the fence about getting the echo show like i was, just do it. it really is an amazing product!",echo show is a pretty amazing piece of tech,skeptical echo show entire line honest however technology changed household operates daily briefing morning tracking santa year old every morning learning interesting fact santa several thing truly wish would bought sooner integrated cozi account ask alexa add item various shopping list instead pulling phone typing also adt pulse nest thermostat integration two platform simple could believe son love ask alexa question morning school learning thing instead watching minute highly used feature local forecast wife weather nut always want know forecast area loving amazon music well bought echo dot integrate bose whole house system stream music house fence getting echo show like really amazing product,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-30 00:00:00+00:00,this is a great tablet because of all the preloaded games and ability to add more for free. it keeps my kids entertained and is the best for learning.,love this kids tablet,great tablet preloaded game ability add free keep kid entertained best learning,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-22 00:00:00+00:00,bought this for my better half and she loves it. it works very well with echo and has unlimited features.,"great product, she loves it!",bought better half love work well echo unlimited feature,1
"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Amazon,"Fire Tablets,Tablets,All Tablets,Amazon Tablets",Electronics,2017-03-04 00:00:00+00:00,amazing video quality easy to maneuver wonderful screen size easy set up,great tablet,amazing video quality easy maneuver wonderful screen size easy set,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-02-26 00:00:00+00:00,"he loved it was a great gift easy to use, small and great",great,loved great gift easy use small great,2
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-10 00:00:00+00:00,great sound. love the music and the electrical devices you can work with it.,works great,great sound love music electrical device work,2
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-09-13 00:00:00+00:00,for those that have prime this is almost a must have. keeps all your amazon stuff in one place.,great tablet for amazon,prime almost must keep amazon stuff one place,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-02-04 00:00:00+00:00,when it works it's great but for some reason it doesn't always answer me when it doesn't answer me i turn off the tv and make sure no one else is talking and it still doesn't work at that time. it was easy to set up with the phone app. doesn't seem to matter where the phone is when it isn't working. i've tried close and far and in between. so a case of great when it works and the pits when it doesn't,when it works i love it,work great reason always answer answer turn tv make sure one else talking still work time easy set phone app seem matter phone working tried close far case great work pit,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Amazon Echo,Virtual Assistant Speakers,Electronics Features,Home & Tools,Smart Home Automation,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Wireless Speakers,Smart Home,Home Improvement,Voice Assistants,Amazon Home,Amazon","Electronics,Hardware",2018-05-16 00:00:00+00:00,"she knows all the answers. i⊙m used to speaking to her, i recently visiting a friend and said ⊜alexa ⊜. and my friend looked at me like i was crazy. she doesn⊙t have alexa.",love alexa,know answer used speaking recently visiting friend said friend looked like crazy alexa,0
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-28 00:00:00+00:00,i gave this amazon fire hd8 as a retirement gift for my friend and she absolutely loves it!!,great price for such a great item.,gave amazon fire retirement gift friend absolutely love,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-02 00:00:00+00:00,"your can really control what your kid gets access to from apps, videos, and the internet. you can not get a better deal. the 2 yr anything happens warranty is a big plus. it's not the fastest thing on the market it's desent. picture quality is great. everything that comes with it just makes it a real smart buy. love the fact that i can program it to have her read 15mins 1st before she can fully access it. also that i can put a time limit on what she can access and for how long for the week.",great for the price and the kids,really control kid get access apps video internet get better deal yr anything happens warranty big plus fastest thing market desent picture quality great everything come make real smart buy love fact program read fully access also put time limit access long week,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-03-10 00:00:00+00:00,my wife loves this tablet.much easier to use than previous 2 tablets that we purchased.,great tablet for a gift,wife love easier use previous tablet purchased,1
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-17 00:00:00+00:00,alexa show is ok same technology as a tablet except voice activated,ok not impressive,alexa show ok technology tablet except voice activated,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-22 00:00:00+00:00,great product that a whole family would enjoy. it⊙s a perfect addition to the household.,great up grade from the echo,great product whole family would enjoy perfect addition household,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2017-12-08 00:00:00+00:00,i enjoyed and i bought an echo too to make all my family take the pleasure of it,best,enjoyed bought echo make family take pleasure,0
"Kindle Oasis E-reader with Leather Charging Cover - Black, 6"" High-Resolution Display (300 ppi), Wi-Fi - Includes Special Offers",Amazon,"Kindle E-readers,Electronics Features,Computers & Tablets,E-Readers & Accessories,E-Readers,eBook Readers",Electronics,2017-02-24 00:00:00+00:00,"i have had a kindle for some time and was curious about the oasis. it did not disappoint. it is very compact, even with the cover, and fits in a coat pocket. i really enjoy the size and the redesign which brings back hard buttons. great device for home or on the go.",so happy,kindle time curious oasis disappoint compact even cover fit coat pocket really enjoy size redesign brings back hard button great device home go,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-20 00:00:00+00:00,great item for the new home. better than purchasi. this is a good product,great item for the new home. better than purchasi.,great item new home better purchasi good product,2
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-30 00:00:00+00:00,best xmas gift and great product made by amazon. now my fam is all connected.,great xmas gift,best xmas gift great product made amazon fam connected,1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-11-16 00:00:00+00:00,"my granddaughter loved her tablet and the color. it's amazing how easy it is for her to use, perfect birthday gift",great tablet for school age,granddaughter loved tablet color amazing easy use perfect birthday gift,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-10-28 00:00:00+00:00,it was too slow he didn't put any attention to it. battery didn't last.,my son didn't like it,slow put attention battery last,-1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-18 00:00:00+00:00,"i loved this tablet. i did! but i did not love that i was being sold ads every time i powered up! i loathe even more that i would have had to pay $15 to discontinue that feature. amazon if you want $105 dollars for the kindle fire, charge it! but don't under price the device, and then flash ads at the the consumer at every opportunity. it is unbecoming of you! i returned this item pronto!","this tablet was nice, but...",loved tablet love sold ad every time powered loathe even would pay discontinue feature amazon want dollar kindle fire charge price device flash ad consumer every opportunity unbecoming returned item pronto,0
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-02-13 00:00:00+00:00,haven't been able to train alexa like we've heard. probably our own fault. we have fun with it.,we like it,able train alexa like heard probably fault fun,0
"Amazon - Kindle Voyage - 6"" - 4GB - Black",Amazon,"eBook Readers,Electronics Features,Walmart for Business,Tablets,See more Amazon Kindle Voyage (Wi-Fi),Electronics,Office Electronics,iPad & Tablets,Kindle E-readers,E-Readers & Accessories,All Tablets,See more Amazon Kindle Voyage 4GB, Wi-Fi  3G (Unlocked...,Computers & Tablets",Electronics,2017-07-19 00:00:00+00:00,great alternative to using tablet for reading. only problem is trying to read a *.pdf file - it only enlarges the page and does not resize the document to easily move forward.,great alternative for reading,great alternative using tablet reading problem trying read file enlarges page resize document easily move forward,-1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-15 00:00:00+00:00,"my mom bought the tablets first for my sisters for christmas an then my 4 year old wanted one so i purchased one for her. she loves it uses it for games, netflix, an she is home school so she is able to do her work on the tablet as well",perfect for kids,mom bought tablet first sister christmas year old wanted one purchased one love us game netflix home school able work tablet well,1
Amazon Tap - Alexa-Enabled Portable Bluetooth Speaker,Amazon,"Amazon Echo,Home Theater & Audio,MP3 MP4 Player Accessories,Electronics,Portable Audio,Compact Radios Stereos,Smart Hubs & Wireless Routers,Featured Brands,Smart Home & Connected Living,Home Security,Kindle Store,Electronic Components,Home Automation,Mobile Bluetooth Speakers,Home, Garage & Office,Amazon Tap,Home,Mobile Speakers,TVs & Electronics,Portable Bluetooth Speakers,Bluetooth & Wireless Speakers,Electronics Features,Frys,Speakers,Mobile,Digital Device 3,Smart Home,Home Improvement,Electronics, Tech Toys, Movies, Music,Smart Home & Home Automation Devices,Smart Hubs,MP3 Player Accessories,Home Safety & Security,Voice Assistants,Amazon Home,Alarms & Sensors,Portable Audio & Electronics,Amazon Devices,Audio,Bluetooth Speakers,MP3 Accessories,All Bluetooth & Wireless Speakers",Electronics,2017-04-08 00:00:00+00:00,"the amazon tap is a perfect complement to our amazon echo. put this in our office space...has all the advantages of the echo and is also a great bluetooth speaker. having to ""tap"" the mic button to summon alexa is no issue at all! sound quality is as good as any bluetooth speaker on the market and it's extremely portable.",great purchase,amazon tap perfect complement amazon echo put office space advantage echo also great bluetooth speaker tap mic button summon alexa issue sound quality good bluetooth speaker market extremely portable,2
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2018-01-18 00:00:00+00:00,the show is a great little product. it has opened a lot of doors in the world of ai and home automation for me. it connected easily with my echo and dot and now i can stream music all over my house. the picture quality is outstanding. the only drawback is that alexa doesn't have a very strong internet search engine.,great product,show great little product opened lot door world ai home automation connected easily echo dot stream music house picture quality outstanding drawback alexa strong internet search engine,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-23 00:00:00+00:00,great screen resolution and easy to use. battery life is really good.,nice!,great screen resolution easy use battery life really good,2
"Amazon Kindle E-Reader 6"" Wifi (8th Generation, 2016)",Amazon,"Computers,Electronics Features,Tablets,Electronics,iPad & Tablets,Kindle E-readers,iPad Accessories,Used:Tablets,E-Readers,E-Readers & Accessories,Computers/Tablets & Networking,Used:Computers Accessories,iPads Tablets,All Tablets,Tablets & E-readers,Computers & Tablets,Amazon,Tablets & eBook Readers",Electronics,2017-02-02 00:00:00+00:00,"love my new kindle! i hadn't read in a while and hesitant of a kindle, easy to use, lightweight and convenient to pick up a book. great for outdoor reading. only downside is if you want to read in the dark has no back light. crisp clear text and easy to set up.",finally started reading again,love new kindle read hesitant kindle easy use lightweight convenient pick book great outdoor reading downside want read dark back light crisp clear text easy set,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2016-11-13 00:00:00+00:00,improved over the hd 7. things set up differently but not hard to learn. also a bit heavier than the 7 so reading in bed a little harder,better than the kindle hd 7,improved hd thing set differently hard learn also bit heavier reading bed little harder,-1
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-06-03 00:00:00+00:00,this tablet is perfect for my six year old's learning apps.,good tablet for my 6 yr old.,tablet perfect six year old learning apps,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-01-06 00:00:00+00:00,easy to use for a 5 year old. she loves it. i just don't like that my amazon account is linked to her tablet.,great tablet for kids,easy use year old love like amazon account linked tablet,1
Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,"Amazon Echo,Smart Home,Networking,Home & Tools,Home Improvement,Smart Home Automation,Voice Assistants,Amazon Home,Amazon,Smart Hub & Kits,Digital Device 3","Electronics,Hardware",2018-01-13 00:00:00+00:00,the built in hue allows the echo plus to automatically search and finds connectable devices. the larger speaker area assists in better sound and the alexa to hear my voice!!,i love that it has a built in hue !!,built hue allows echo plus automatically search find connectable device larger speaker area assist better sound alexa hear voice,0
"Brand New Amazon Kindle Fire 16gb 7"" Ips Display Tablet Wifi 16 Gb Blue",Amazon,"Computers/Tablets & Networking,Tablets & eBook Readers,Computers & Tablets,Tablets,All Tablets",Electronics,2016-11-16 00:00:00+00:00,this is a great product at a great price i would definitely recommend this to anybody especially good for college students or people that read books etc.,great tablet,great product great price would definitely recommend anybody especially good college student people read book etc,2
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-10-30 00:00:00+00:00,"i got this for my daughter, she enjoy playing this",good,got daughter enjoy playing,0
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-18 00:00:00+00:00,"very slow performance and sometimes applications freeze up and don't work very well , charging port very low quality",very slow,slow performance sometimes application freeze work well charging port low quality,-1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-30 00:00:00+00:00,"i have an lg tablet but picked up this one for my dad and after messing with it for a while it's very nice,. i think i like it more the my lg g pad!",great tablet,lg tablet picked one dad messing nice think like lg g pad,0
"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,"Office,eBook Readers,Electronics Features,Walmart for Business,Tablets,Electronics,Amazon Ereaders,Office Electronics,iPad & Tablets,Kindle E-readers,All Tablets,Amazon Book Reader,Computers & Tablets","Office Supplies,Electronics",2017-04-14 00:00:00+00:00,got it to gift to my friend. absolutely loved it. good value.,best buy,got gift friend absolutely loved good value,2
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2016-12-26 00:00:00+00:00,kid prof and comes with free books and games i like it,nice for kids,kid prof come free book game like,0
"Fire Tablet with Alexa, 7"" Display, 16 GB, Magenta - with Special Offers",Amazon,"Tablets,Fire Tablets,Electronics,iPad & Tablets,Android Tablets,Computers & Tablets,All Tablets",Electronics,2016-10-21 00:00:00+00:00,this is a great tablet for the price. amazon is doing a good job,good product,great tablet price amazon good job,2
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 32 GB - Includes Special Offers, Black",Amazon,"Fire Tablets,Tablets,Computers/Tablets & Networking,Other Computers & Networking,Computers & Tablets,All Tablets",Electronics,2016-12-31 00:00:00+00:00,"a little more complicated than my original kindle, but i like it.",love a kindle,little complicated original kindle like,0
"Amazon Echo Show Alexa-enabled Bluetooth Speaker with 7"" Screen",Amazon,"Computers,Amazon Echo,Virtual Assistant Speakers,Audio & Video Components,Electronics Features,Computer Accessories,Home & Tools,See more Amazon Echo Show Smart Assistant - White,Smart Home Automation,Electronics,TVs Entertainment,Speakers,Smart Hub & Kits,Digital Device 3,Consumer Electronics,Wireless Speakers,Home Improvement,Amazon Home,Amazon,Computer Speakers,Voice-Enabled Smart Assistants","Electronics,Hardware",2017-12-23 00:00:00+00:00,this is actually for a gift. second one i purchased but great priduct,great product,actually gift second one purchased great priduct,1
"All-New Fire HD 8 Tablet, 8"" HD Display, Wi-Fi, 16 GB - Includes Special Offers, Magenta",Amazon,"Electronics,iPad & Tablets,All Tablets,Fire Tablets,Tablets,Computers & Tablets",Electronics,2017-01-29 00:00:00+00:00,great tablet and price. ordering online easy. not happy took so long to receive though.,easy to use.,great tablet price ordering online easy happy took long receive though,1
"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,"Computers,Fire Tablets,Electronics Features,Computer Accessories,Tablets,Top Rated,Amazon Tablets,Electronics,Kids' Tablets,iPad & Tablets,Cases & Bags,Electronics, Tech Toys, Movies, Music,Computers & Tablets",Electronics,2017-03-03 00:00:00+00:00,"this tablet is great for trips. just make sure you download games and shows on it first since it does not have internet. the case is great for kids who are rough with technology, it really takes a beating.",great for kids,tablet great trip make sure download game show first since internet case great kid rough technology really take beating,0
